ID_obs,StartDate_w1,Sex_parent_w1,Age_Parent_w1,Q6_corrected_w1,Q508a_w1,Q8_corr_woAlD_w1,Q15_1_w1,Q15_2_w1,Q15_3_w1,Q18a_1_w1,Q18a_2_w1,Q18a_3_w1,Q18a_4_w1,Q18a_6_w1,Q18b_8_w1,Q18b_9_w1,Q19_1_w1,Q19_2_w1,Q19_3_w1,Q19_4_w1,Q23_1_w1,Q23_2_w1,Q23_3_w1,Q27a_w1,Q27b_w1,StartDate_w2,Q15_1_w2,Q15_2_w2,Q15_3_w2,Q18a_1_w2,Q18a_2_w2,Q18a_3_w2,Q18a_4_w2,Q18a_6_w2,Q18b_8_w2,Q18b_9_w2,Q19_1_w2,Q19_2_w2,Q19_3_w2,Q19_4_w2,Q23_1_w2,Q23_2_w2,Q23_3_w2,Q27a_w2,Q27b_w2,Q502_w2,male_parent,ba_higher_education,age_parent_imp,region_ad,uae_national,jobloss_covid_ind,duration_days,duration_weeks
1514,01 Oct 20,female,28,,Egypt,Al Ain,50,50,50,3,3,2,3,2,2,2,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,07 Mar 21,50,50,50,Fair,Good,Fair,Good,2,2,2,Agree,Agree,Disagree,Agree,Sometimes,Often,Never,No,No,No,No,No,28,No,No,No,157,22.428572
72,20 Oct 20,male,42,8.Doctorate‎/PhD,Jordan,Al Ain,51,92,0,3,1,3,3,1,1,1,Disagree,Disagree,Disagree,Agree,Rarely,Often,Sometimes,Yes,Yes,03 Apr 21,2,0,5,Fair,Fair,Fair,Fair,2,3,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Rarely,Rarely,No,No,No,Yes,Yes,42,No,No,Yes,165,23.571428
885,23 Sep 20,male,40,4.College,United Arab Emirates,Abu Dhabi,0,0,0,3,3,3,3,2,2,1,Disagree,Disagree,Disagree,Disagree,,,,,,21 Feb 21,,,,,,,,,,,,,,,,,,,,,Yes,No,40,Yes,Yes,No,151,21.571428
1258,07 Oct 20,female,26,,Jordan,Abu Dhabi,68,65,75,5,3,3,5,2,5,5,Agree,Disagree,Disagree,Agree,Sometimes,Sometimes,Rarely,No,No,14 Mar 21,19,69,33,Fair,Good,Good,Good,2,2,3,Agree,Disagree,Disagree,Agree,Rarely,Rarely,Never,No,No,Yes,No,No,26,Yes,No,No,158,22.571428
848,24 Oct 20,female,31,,United Arab Emirates,Abu Dhabi,18,0,13,5,5,5,5,5,5,5,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Never,Never,Never,No,No,29 Mar 21,88,77,77,Good,Fair,Good,Good,4,3,4,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,All the time,Sometimes,No,No,No,No,No,31,Yes,Yes,No,156,22.285715
1277,23 Sep 20,female,42,4.College,Lebanon,Al Ain,80,72,82,5,3,3,3,1,3,3,Strongly agree,Agree,Disagree,Disagree,All the time,Sometimes,Often,No,No,21 Feb 21,50,50,83,Very good,Very good,Very good,Good,2,1,2,Agree,Disagree,Disagree,Agree,Often,Often,Sometimes,No,No,Yes,No,No,42,No,No,No,151,21.571428
675,17 Sep 20,male,45,,India,Al Ain,31,50,34,3,3,3,2,1,4,3,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Sometimes,Rarely,No,No,23 Feb 21,0,93,98,Good,Very good,Very good,Very good,4,3,4,Strongly agree,Disagree,Strongly agree,Strongly disagree,Never,Never,Never,No,No,Yes,Yes,No,45,No,No,No,159,22.714285
758,29 Sep 20,female,27,7.Masters Degree,India,Al Ain,51,49,0,3,2,4,2,2,3,3,Agree,Disagree,Disagree,Agree,Never,Sometimes,Sometimes,No,No,01 Mar 21,50,70,50,Good,Fair,Good,Good,3,3,2,Agree,Disagree,Disagree,Disagree,Never,Never,Rarely,No,No,Yes,No,Yes,27,No,No,No,153,21.857143
853,25 Sep 20,female,33,9.other,India,Abu Dhabi,40,50,52,3,2,2,2,1,3,4,Agree,Disagree,Agree,Agree,Sometimes,Often,Sometimes,No,No,16 Mar 21,50,100,51,Fair,Fair,Fair,Fair,2,2,3,Agree,Disagree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,No,No,No,33,Yes,No,No,172,24.571428
387,14 Oct 20,female,27,,India,Abu Dhabi,29,39,32,3,3,3,3,3,2,3,Agree,Disagree,Agree,Agree,Sometimes,Sometimes,Rarely,No,Yes,31 Mar 21,97,96,95,Excellent,Excellent,Excellent,Excellent,5,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Never,Never,No,Yes,No,No,No,27,Yes,No,No,168,24
1348,24 Sep 20,female,37,7.Masters Degree,United Arab Emirates,Al Ain,20,30,30,3,5,1,2,2,3,2,Agree,Agree,Disagree,Agree,Sometimes,Often,Sometimes,No,No,24 Feb 21,30,19,31,Fair,Good,Fair,Good,2,2,2,Agree,Disagree,Disagree,Agree,Sometimes,Sometimes,Rarely,No,No,No,No,Yes,37,No,Yes,No,153,21.857143
446,07 Oct 20,female,27,6.Bachelors Degree,Jordan,Abu Dhabi,0,100,0,4,1,3,3,1,1,3,Strongly agree,Strongly agree,Strongly agree,Strongly agree,All the time,All the time,All the time,,Yes,07 Mar 21,15,100,0,Good,Poor,Fair,Poor,1,1,1,Strongly agree,Strongly agree,Strongly agree,Agree,All the time,All the time,Often,No,Yes,No,No,Yes,27,Yes,No,No,151,21.571428
39,11 Sep 20,female,32,7.Masters Degree,Morocco,Al Ain,69,82,69,2,1,2,1,1,1,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Often,Often,All the time,No,No,07 Apr 21,39,63,41,Poor,Poor,Poor,Poor,1,1,1,Agree,Strongly agree,Disagree,Strongly agree,Often,Often,Often,No,No,No,No,Yes,32,No,No,No,208,29.714285
568,13 Oct 20,female,32,,Pakistan,Al Ain,41,41,43,2,2,2,1,2,1,1,Disagree,Disagree,Strongly agree,Disagree,Never,Rarely,Sometimes,No,No,13 Mar 21,49,49,40,Fair,Fair,Poor,Poor,1,3,3,Agree,Disagree,Agree,Disagree,Sometimes,Often,Sometimes,No,No,No,No,No,32,No,No,No,151,21.571428
1378,12 Sep 20,female,44,4.College,Jordan,Al Ain,31,77,32,4,3,2,4,2,2,2,Agree,Agree,Agree,Strongly agree,Sometimes,Sometimes,Sometimes,No,No,14 Feb 21,80,88,49,Very good,Good,Very good,Very good,2,3,2,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,No,No,No,44,No,No,No,155,22.142857
384,03 Oct 20,female,31,6.Bachelors Degree,India,Abu Dhabi,50,82,71,3,3,2,3,2,2,2,Agree,Agree,Disagree,Agree,Often,Often,Often,No,Yes,21 Feb 21,34,50,50,Poor,Fair,Poor,Poor,1,1,1,Agree,Agree,Agree,Agree,Often,Often,Sometimes,No,No,No,No,Yes,31,Yes,No,No,141,20.142857
1059,16 Sep 20,female,34,9.other,India,Al Ain,0,0,0,3,3,3,3,3,3,3,Agree,Agree,Agree,Agree,Rarely,Never,Never,No,Yes,29 Mar 21,80,92,90,Very good,Excellent,Good,Very good,5,5,4,Agree,Strongly disagree,Disagree,Strongly disagree,Sometimes,Rarely,Rarely,No,No,No,No,No,34,No,No,No,194,27.714285
422,27 Sep 20,female,38,,Jordan,Al Ain,50,75,50,2,2,2,3,2,2,2,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Often,Often,Often,No,No,08 Mar 21,83,83,84,Fair,Fair,Fair,Good,2,3,4,Agree,Agree,Agree,Agree,Rarely,Rarely,Sometimes,No,Yes,No,No,No,38,No,No,No,162,23.142857
1109,19 Oct 20,male,37,7.Masters Degree,United Arab Emirates,Al Ain,5,88,0,5,2,5,5,5,1,2,Disagree,Strongly disagree,Agree,Disagree,Never,Never,Rarely,No,No,24 Mar 21,50,50,77,Excellent,Good,Excellent,Excellent,3,1,3,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Rarely,No,No,Yes,Yes,Yes,37,No,Yes,No,156,22.285715
1536,22 Sep 20,female,31,2.Elementary School,United Arab Emirates,Al Ain,48,0,0,4,2,2,3,2,3,3,Strongly agree,Strongly disagree,Strongly agree,Agree,Sometimes,Often,Never,No,No,21 Feb 21,0,0,1,Excellent,Good,Very good,Very good,4,3,3,Agree,Agree,Strongly agree,Agree,Never,Never,Never,No,No,Yes,No,No,31,No,Yes,No,152,21.714285
1633,16 Oct 20,female,42,,Egypt,Abu Dhabi,84,31,60,3,4,2,3,3,2,4,Disagree,Disagree,Strongly disagree,Strongly disagree,Often,Sometimes,Rarely,Yes,Yes,31 Mar 21,49,68,48,Excellent,Excellent,Excellent,Excellent,4,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Never,No,Yes,No,No,No,42,Yes,No,Yes,166,23.714285
907,03 Oct 20,female,27,,United Arab Emirates,Abu Dhabi,52,80,53,5,4,5,5,3,3,3,Disagree,Strongly disagree,Strongly agree,Disagree,Rarely,All the time,Never,No,Yes,31 Mar 21,76,74,76,Excellent,Excellent,Very good,Very good,1,3,3,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,No,No,Yes,No,No,27,Yes,Yes,No,179,25.571428
1257,07 Oct 20,female,34,,United Arab Emirates,Abu Dhabi,0,0,0,5,5,5,5,5,5,5,Agree,Strongly disagree,Agree,Strongly disagree,Never,Never,Never,No,No,30 Mar 21,42,63,56,Excellent,Very good,Very good,Very good,5,4,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Rarely,Rarely,No,No,Yes,No,No,34,Yes,Yes,No,174,24.857143
1248,15 Oct 20,female,,9.other,United Arab Emirates,Al Ain,,,,4,4,5,5,5,4,5,Strongly agree,Strongly agree,Agree,Disagree,Sometimes,Often,Rarely,No,No,31 Mar 21,51,60,53,Excellent,Excellent,Excellent,Excellent,5,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Rarely,Rarely,No,No,No,No,No,34.541817,No,Yes,No,167,23.857143
438,07 Oct 20,female,41,,India,Abu Dhabi,25,43,34,4,5,4,4,5,5,4,Agree,Strongly agree,Agree,Strongly agree,Rarely,Never,Rarely,No,No,30 Mar 21,84,38,64,Good,Very good,Good,Good,3,3,4,Disagree,Disagree,Disagree,Disagree,Rarely,Rarely,Rarely,No,No,No,No,No,41,Yes,No,No,174,24.857143
881,23 Sep 20,male,40,7.Masters Degree,India,Al Ain,70,90,79,4,4,4,3,1,5,5,Agree,Disagree,Agree,Strongly disagree,Never,Never,Never,No,No,21 Feb 21,50,92,75,Fair,Good,Fair,Poor,1,2,3,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Rarely,Often,No,No,Yes,Yes,Yes,40,No,No,No,151,21.571428
1489,11 Sep 20,female,29,3.High School,Pakistan,Al Ain,44,57,53,3,2,3,2,1,2,1,Agree,Disagree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,14 Feb 21,45,51,38,Good,Good,Good,Fair,3,2,2,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,Yes,No,No,29,No,No,No,156,22.285715
490,05 Oct 20,female,21,,United Arab Emirates,Abu Dhabi,0,50,0,3,3,3,4,4,4,5,Disagree,Disagree,Strongly agree,Agree,Sometimes,Often,Rarely,No,No,14 Mar 21,0,50,25,Very good,Very good,Excellent,Very good,3,4,5,Disagree,Disagree,Agree,Agree,Never,Rarely,Sometimes,No,No,No,No,No,21,Yes,Yes,No,160,22.857143
1078,22 Sep 20,female,37,6.Bachelors Degree,United Arab Emirates,Al Ain,43,53,59,3,2,3,4,3,3,2,Strongly agree,Agree,Agree,Agree,Often,Often,Often,No,No,21 Feb 21,,,,,,,,,,,,,,,,,,,,,No,Yes,37,No,Yes,No,152,21.714285
1317,24 Oct 20,female,24,,Syrian Arab Republic,Abu Dhabi,70,88,70,3,3,5,5,2,3,3,Strongly agree,Strongly agree,Strongly agree,Agree,Often,Often,Sometimes,Yes,No,18 Feb 21,70,70,0,Good,Good,Good,Good,2,3,3,Agree,Agree,Agree,Agree,All the time,Often,Often,Yes,Yes,No,No,No,24,Yes,No,Yes,117,16.714285
165,15 Sep 20,female,28,7.Masters Degree,India,Abu Dhabi,10,42,30,5,4,5,3,2,3,5,Disagree,Disagree,Agree,Agree,Often,All the time,Often,No,No,14 Feb 21,39,41,65,Fair,Good,Fair,Fair,2,1,1,Strongly agree,Agree,Agree,Strongly agree,Often,All the time,All the time,No,No,No,No,Yes,28,Yes,No,No,152,21.714285
74,24 Sep 20,male,33,6.Bachelors Degree,Pakistan,,50,90,50,3,3,3,2,1,3,3,Agree,Disagree,Disagree,Strongly disagree,Rarely,Sometimes,Never,No,No,31 Mar 21,25,60,25,Good,Good,Good,Fair,1,2,2,Disagree,Disagree,Strongly disagree,Disagree,Sometimes,Often,Sometimes,No,No,Yes,Yes,Yes,33,No,No,No,188,26.857143
867,10 Sep 20,female,38,7.Masters Degree,India,Al Ain,20,75,20,4,4,4,4,3,4,4,Agree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,No,No,17 Feb 21,26,36,25,Good,Very good,Good,Very good,2,3,3,Agree,Disagree,Agree,Disagree,Rarely,Never,Rarely,No,No,Yes,No,Yes,38,No,No,No,160,22.857143
898,30 Sep 20,female,37,9.other,Nigeria,Al Ain,30,80,30,3,2,3,2,2,2,2,Agree,Agree,Agree,Agree,Often,All the time,All the time,No,Yes,03 Mar 21,30,40,50,Fair,Fair,Fair,Fair,1,2,2,Agree,Agree,Agree,Agree,Sometimes,Often,Sometimes,No,No,Yes,No,No,37,No,No,No,154,22
14,13 Oct 20,female,38,9.other,Palestine,Al Ain,39,51,33,3,3,3,4,3,2,2,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Rarely,No,Yes,03 Mar 21,53,64,55,Good,Good,Very good,Very good,3,3,3,Agree,Agree,Agree,Agree,Rarely,Sometimes,Rarely,No,Yes,Yes,No,No,38,No,No,No,141,20.142857
250,28 Sep 20,female,29,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,17,27,18,5,5,5,3,1,3,4,Agree,Agree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,No,No,04 Mar 21,43,31,34,Excellent,Very good,Very good,Excellent,4,4,4,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Rarely,No,No,No,No,Yes,29,Yes,Yes,No,157,22.428572
219,01 Oct 20,male,30,8.Doctorate‎/PhD,India,Abu Dhabi,25,50,30,5,3,4,1,2,3,4,Agree,Agree,Disagree,Agree,Sometimes,Often,Sometimes,No,Yes,03 Apr 21,32,77,38,Very good,Good,Very good,Good,3,4,3,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,No,Yes,No,Yes,Yes,30,Yes,No,No,184,26.285715
110,02 Oct 20,female,22,,Jordan,Abu Dhabi,51,25,60,4,3,4,4,2,5,5,Agree,Agree,Agree,Agree,Rarely,Sometimes,Sometimes,Yes,Yes,30 Mar 21,46,50,52,Very good,Very good,Very good,Very good,4,4,4,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Rarely,Rarely,No,No,No,No,No,22,Yes,No,Yes,179,25.571428
4,01 Oct 20,female,32,4.College,United Arab Emirates,Abu Dhabi,27,50,21,2,2,1,3,3,1,1,Agree,Agree,Disagree,Agree,Sometimes,Rarely,Often,No,No,31 Mar 21,50,50,50,Good,Good,Fair,Fair,2,2,1,Strongly agree,Agree,Disagree,Agree,Sometimes,Rarely,Often,No,No,No,No,No,32,Yes,Yes,No,181,25.857143
1573,27 Sep 20,female,23,5.Vocational Training,India,Abu Dhabi,10,,15,1,3,2,3,2,1,1,Agree,Agree,Disagree,Strongly agree,Often,Sometimes,Sometimes,No,No,28 Feb 21,30,40,30,Good,Very good,Fair,Good,2,1,2,Strongly agree,Disagree,Agree,Agree,Sometimes,Rarely,Often,No,No,No,No,No,23,Yes,No,No,154,22
603,24 Sep 20,male,28,6.Bachelors Degree,India,Abu Dhabi,70,70,,3,4,3,1,1,2,4,Agree,Disagree,Disagree,Agree,Never,Never,Never,No,No,31 Mar 21,0,34,0,Excellent,Very good,Excellent,Fair,2,4,4,Disagree,Disagree,Disagree,Disagree,Rarely,Rarely,Never,No,Yes,Yes,Yes,Yes,28,Yes,No,No,188,26.857143
1441,01 Oct 20,male,32,8.Doctorate‎/PhD,United Arab Emirates,Al Ain,26,30,30,3,4,3,3,1,3,3,Disagree,Disagree,Agree,Disagree,Sometimes,Often,Sometimes,No,No,23 Feb 21,35,27,27,Very good,Good,Good,Excellent,2,4,3,Disagree,Disagree,Agree,Agree,Sometimes,Rarely,Sometimes,No,Yes,No,Yes,Yes,32,No,Yes,No,145,20.714285
1126,24 Sep 20,male,41,7.Masters Degree,India,Al Ain,51,60,51,2,2,2,2,2,1,1,Agree,Agree,Agree,Agree,Often,Sometimes,Sometimes,No,Yes,21 Feb 21,41,41,42,Good,Good,Good,Good,1,2,2,Agree,Agree,Agree,Agree,,,,,,,Yes,Yes,41,No,No,No,150,21.428572
1457,14 Sep 20,female,36,4.College,Syrian Arab Republic,Abu Dhabi,17,0,0,3,1,1,2,1,1,1,Disagree,Strongly agree,Disagree,Agree,All the time,Often,Often,No,Yes,14 Feb 21,27,100,9,Fair,Poor,Poor,Fair,2,1,1,Agree,Agree,Agree,Strongly agree,All the time,All the time,Often,Yes,Yes,No,No,No,36,Yes,No,No,153,21.857143
1667,28 Sep 20,female,38,9.other,Jordan,Al Ain,28,16,15,2,3,3,5,4,3,3,Disagree,Agree,Agree,Strongly agree,Rarely,Rarely,Rarely,No,No,11 Mar 21,40,32,0,Good,Fair,Fair,Fair,2,1,2,Agree,Agree,Agree,Strongly disagree,All the time,Sometimes,Sometimes,No,Yes,Yes,No,No,38,No,No,No,164,23.428572
452,14 Oct 20,male,53,,Egypt,Al Ain,49,0,22,5,5,5,5,4,5,5,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Never,Never,Never,No,No,26 Feb 21,40,50,50,Good,Good,Fair,Fair,2,2,2,Agree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Rarely,No,No,No,Yes,No,53,No,No,No,135,19.285715
874,04 Oct 20,female,35,6.Bachelors Degree,India,Al Ain,0,21,0,5,5,5,3,3,4,4,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,01 Apr 21,,,,,,,,,,,,,,,,,,,,,No,Yes,35,No,No,No,179,25.571428
746,29 Sep 20,female,33,7.Masters Degree,India,Abu Dhabi,56,70,97,3,2,2,1,1,2,2,Agree,Disagree,Disagree,Agree,Sometimes,Sometimes,Sometimes,No,Yes,31 Mar 21,,,,,,,,,,,,,,,,,,,,,No,Yes,33,Yes,No,No,183,26.142857
1154,28 Sep 20,female,30,,India,Al Ain,39,49,44,3,3,2,1,2,1,2,Agree,Agree,Agree,Agree,Often,Rarely,Sometimes,No,Yes,08 Mar 21,53,53,64,Poor,Poor,Poor,Poor,1,2,2,Agree,Disagree,Disagree,Agree,Often,Often,Often,No,Yes,No,No,No,30,No,No,No,161,23
1213,16 Sep 20,female,35,7.Masters Degree,India,Al Ain,4,4,6,4,3,5,3,1,2,4,Agree,Disagree,Strongly agree,Agree,Often,Often,Often,No,No,15 Feb 21,50,50,50,Fair,Good,Fair,Very good,2,2,4,Agree,Disagree,Disagree,Agree,Sometimes,Often,Sometimes,No,No,No,No,Yes,35,No,No,No,152,21.714285
526,02 Nov 20,female,21,3.High School,United Arab Emirates,Al Ain,49,66,66,3,3,4,4,3,2,2,Disagree,Disagree,Disagree,Agree,Often,Sometimes,All the time,No,No,02 Apr 21,61,57,66,Fair,Fair,Good,Fair,3,2,1,Disagree,Disagree,Strongly disagree,Disagree,Sometimes,Sometimes,Never,No,No,No,No,No,21,No,Yes,No,151,21.571428
1189,10 Oct 20,female,27,,India,Al Ain,31,29,6,4,2,2,,,3,2,Agree,Disagree,Agree,Agree,Rarely,Sometimes,Never,No,No,30 Mar 21,54,73,33,Very good,Excellent,Very good,Very good,4,4,4,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Often,Sometimes,Never,No,No,Yes,No,No,27,No,No,No,171,24.428572
820,23 Oct 20,female,37,8.Doctorate‎/PhD,United Arab Emirates,Al Ain,48,49,32,4,4,5,5,4,2,2,Agree,Agree,Agree,Agree,Sometimes,Often,Often,No,No,09 Mar 21,100,13,100,Good,Very good,Good,Excellent,2,4,5,Disagree,Strongly agree,Strongly agree,Strongly agree,Never,Never,All the time,No,No,Yes,No,Yes,37,No,Yes,No,137,19.571428
787,15 Oct 20,female,32,2.Elementary School,Nepal,Al Ain,0,22,0,2,2,2,1,1,1,1,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Sometimes,Sometimes,Never,No,Yes,31 Mar 21,100,97,99,Excellent,Excellent,Excellent,Excellent,5,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Sometimes,Sometimes,No,No,No,No,No,32,No,No,No,167,23.857143
1282,24 Oct 20,female,37,,Egypt,Abu Dhabi,0,0,0,5,5,5,5,5,4,4,Agree,Agree,Agree,Disagree,Never,Never,Never,No,No,28 Mar 21,63,63,67,Fair,Fair,Fair,Fair,2,1,2,Disagree,Disagree,Agree,Agree,Never,Never,Never,Yes,Yes,No,No,No,37,Yes,No,No,155,22.142857
1471,12 Sep 20,female,43,3.High School,Sudan,Al Ain,0,0,0,5,2,5,5,5,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Sometimes,Never,No,No,31 Mar 21,0,73,0,Fair,Poor,Good,Very good,1,2,3,Strongly agree,Strongly agree,Disagree,Agree,Never,All the time,Sometimes,No,No,No,No,No,43,No,No,No,200,28.571428
1598,12 Sep 20,female,42,3.High School,United Arab Emirates,Abu Dhabi,0,3,2,5,5,5,5,5,5,5,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Never,Never,Never,No,No,14 Feb 21,0,0,0,Excellent,Excellent,Excellent,Excellent,5,5,5,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Never,Never,Never,No,No,Yes,No,No,42,Yes,Yes,No,155,22.142857
1307,24 Sep 20,female,31,6.Bachelors Degree,India,Abu Dhabi,0,100,0,5,5,5,5,2,4,4,Disagree,Disagree,Disagree,Disagree,Never,Rarely,Never,No,No,21 Feb 21,,,,,,,,,,,,,,,,,,,,,No,Yes,31,Yes,No,No,150,21.428572
727,24 Oct 20,female,26,9.other,Yemen,Abu Dhabi,48,31,19,5,3,3,5,4,4,5,Disagree,Strongly disagree,Disagree,Disagree,Sometimes,Rarely,Often,No,Yes,02 Mar 21,88,79,64,Good,Poor,Very good,Fair,3,3,2,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Rarely,Never,Yes,Yes,Yes,No,No,26,Yes,No,No,129,18.428572
32,04 Oct 20,female,27,6.Bachelors Degree,India,Abu Dhabi,50,49,33,3,3,3,3,3,2,2,Disagree,Disagree,Disagree,Disagree,Rarely,Never,Rarely,No,No,07 Mar 21,50,50,40,Very good,Very good,Very good,Very good,4,3,3,Disagree,Disagree,Disagree,Disagree,Never,Never,Never,No,No,No,No,Yes,27,Yes,No,No,154,22
1363,15 Sep 20,female,30,7.Masters Degree,India,Abu Dhabi,47,40,47,3,3,3,3,3,3,3,Agree,Agree,Agree,Disagree,Never,Never,Never,No,No,18 Feb 21,33,34,34,Fair,Good,Good,Good,3,3,2,Agree,Disagree,Disagree,Agree,Never,Never,Never,No,No,Yes,No,Yes,30,Yes,No,No,156,22.285715
1531,06 Oct 20,female,30,9.other,Syrian Arab Republic,Abu Dhabi,13,53,6,4,3,4,5,3,4,5,Disagree,Disagree,Disagree,Agree,Never,Often,Never,No,Yes,29 Mar 21,53,53,41,Excellent,Fair,Very good,Excellent,3,4,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,No,No,No,No,No,30,Yes,No,No,174,24.857143
958,10 Sep 20,female,32,7.Masters Degree,United States of America,Al Ain,18,12,28,4,4,5,3,2,2,4,Disagree,Disagree,Disagree,Agree,Sometimes,Sometimes,Often,No,No,14 Feb 21,22,10,32,Good,Very good,Good,Fair,2,3,4,Disagree,Disagree,Strongly disagree,Disagree,Often,Often,Often,No,No,No,No,Yes,32,No,No,No,157,22.428572
488,10 Sep 20,female,38,6.Bachelors Degree,Canada,Al Ain,60,55,58,4,3,3,2,1,2,4,Agree,Disagree,Agree,Strongly agree,Often,Often,Often,No,No,14 Feb 21,50,50,50,Excellent,Good,Good,Fair,2,2,3,Agree,Disagree,Strongly disagree,Strongly agree,Sometimes,Sometimes,Sometimes,No,No,Yes,No,Yes,38,No,No,No,157,22.428572
1511,18 Oct 20,female,25,,United Arab Emirates,Abu Dhabi,50,1,50,4,3,3,5,5,4,3,Disagree,Disagree,Agree,Disagree,Never,Rarely,Never,No,No,14 Mar 21,50,50,50,Excellent,Excellent,Excellent,Excellent,5,5,5,Disagree,Disagree,Disagree,Disagree,Never,Never,Never,No,No,Yes,No,No,25,Yes,Yes,No,147,21
296,17 Sep 20,female,34,3.High School,Eritrea,Al Ain,7,68,7,4,2,4,3,1,3,3,Agree,Agree,Disagree,Agree,Often,Often,Sometimes,No,No,21 Feb 21,50,68,50,Fair,Poor,Good,Fair,1,2,1,Strongly agree,Agree,Agree,Agree,Often,Often,Sometimes,No,No,No,No,No,34,No,No,No,157,22.428572
98,02 Nov 20,female,29,7.Masters Degree,United Arab Emirates,Al Ain,67,30,75,4,4,4,3,4,2,3,Disagree,Strongly disagree,Strongly disagree,Agree,Rarely,Rarely,Never,No,No,31 Mar 21,,,,,,,,,,,,,,,,,,,,,No,Yes,29,No,Yes,No,149,21.285715
475,06 Oct 20,female,42,7.Masters Degree,Lebanon,Al Ain,20,20,20,4,3,4,5,2,3,3,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Often,Rarely,No,No,10 Mar 21,50,41,33,,,,,,,,,,,,,,,,,,No,Yes,42,No,No,No,155,22.142857
284,16 Oct 20,female,33,,United Arab Emirates,Abu Dhabi,20,92,27,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,29 Mar 21,39,38,34,Very good,Very good,Excellent,Very good,4,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Sometimes,Never,No,No,Yes,No,No,33,Yes,Yes,No,164,23.428572
1559,24 Sep 20,female,26,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,17,18,49,4,3,4,4,2,3,4,Agree,Disagree,Disagree,Strongly agree,Sometimes,Rarely,Sometimes,No,No,21 Feb 21,85,37,75,Very good,Excellent,Excellent,Excellent,4,4,5,Agree,Disagree,Disagree,Agree,Sometimes,Rarely,Sometimes,No,No,Yes,No,Yes,26,Yes,Yes,No,150,21.428572
866,14 Sep 20,female,31,7.Masters Degree,Pakistan,Al Ain,5,5,5,5,5,5,5,4,3,4,Disagree,Disagree,Agree,Strongly agree,Often,All the time,Often,No,No,19 Feb 21,9,9,9,Fair,Fair,Fair,Good,3,3,3,Strongly agree,Strongly agree,Strongly agree,Strongly agree,All the time,All the time,All the time,No,No,Yes,No,Yes,31,No,No,No,158,22.571428
1051,25 Oct 20,female,25,,United Arab Emirates,Abu Dhabi,20,30,20,5,4,4,4,2,4,3,Strongly agree,Strongly agree,Agree,Agree,Sometimes,Often,Sometimes,No,Yes,23 Mar 21,20,30,20,Excellent,Very good,Very good,Very good,2,4,3,Strongly agree,Strongly agree,Agree,Agree,Sometimes,Often,Sometimes,No,Yes,No,No,No,25,Yes,Yes,No,149,21.285715
